CustomerID,Age,Gender,Segment,NPS,ChurnLabel,TotalPurchaseValue,SubscriptionPlan,TotalLatePayments,PageViews,TimeSpentOnWebsite,NumberOfLogins,FrequencyOfInteractions,Rating
1699,48,Male,Segment B,1,1,9492.49,Plus,64,3,35,26,Monthly,2
1700,24,Male,Segment B,1,1,28252.02,Select,57,95,24,7,Weekly,3
1701,34,Male,Segment B,5,0,34042.89,Essential,2,72,31,18,Weekly,4
1702,25,Male,Segment A,2,0,19228.41,Eco,6,9,58,18,Weekly,3
1703,61,Female,Segment B,4,0,7487.92,Smart,6,89,83,8,Daily,3
1704,20,Female,Segment A,1,1,22856.76,Student,40,5,14,5,Monthly,2
1705,69,Female,Segment C,2,1,21975.69,Basic,32,19,19,27,Monthly,1
1706,32,Male,Segment C,0,1,37699.58,VIP,71,14,3,3,Monthly,1
1707,31,Male,Segment B,0,1,39473.92,Smart,53,12,35,15,Weekly,5
1708,44,Female,Segment B,4,0,12227.68,Trial,7,76,35,17,Weekly,1
1709,24,Female,Segment A,2,1,15655.26,Flex,58,24,18,20,Monthly,5
1710,44,Male,Segment C,6,0,26254.0,Eco,5,86,31,17,Weekly,4
1711,34,Male,Segment B,3,1,4837.02,Student,36,67,11,4,Daily,1
1712,43,Female,Segment A,3,1,6794.47,Deluxe,101,33,18,12,Monthly,2
1713,68,Male,Segment A,2,1,8071.04,Student,70,65,1,8,Weekly,2
1714,22,Female,Segment A,1,1,27930.5,Gold,70,68,18,6,Daily,2
1715,55,Female,Segment A,3,1,5774.52,Essential,22,51,33,25,Daily,3
1716,36,Female,Segment B,8,0,2367.3,Trial,8,84,13,21,Monthly,2
1717,43,Male,Segment A,2,0,15558.109999999999,Gold,9,15,39,8,Monthly,5
1718,30,Male,Segment C,5,0,29912.510000000002,Select,4,75,57,26,Monthly,4
1719,40,Female,Segment C,3,1,6688.6,Bronze,61,94,22,24,Monthly,1
1720,50,Male,Segment B,0,1,1548.46,Gold,35,99,2,25,Daily,1
1721,69,Male,Segment C,0,1,9319.02,Silver,56,58,9,24,Weekly,4
1722,52,Male,Segment A,1,1,27258.9,Student,71,80,3,8,Monthly,3
1723,18,Female,Segment A,3,1,28449.81,Prime,66,46,4,26,Weekly,2
1724,48,Female,Segment A,7,0,3716.73,Basic,5,39,68,17,Daily,3
1725,70,Male,Segment C,1,0,13968.92,Silver,7,54,1,1,Weekly,4
1726,18,Female,Segment B,0,1,307.63,Basic,108,67,26,17,Daily,4
1727,48,Male,Segment B,0,0,4222.97,Pro,12,18,12,30,Monthly,2
1728,19,Female,Segment A,9,0,27532.76,Gold,6,95,45,27,Monthly,4
1729,21,Male,Segment B,2,1,31765.059999999998,Elite,65,73,33,22,Monthly,3
1730,47,Female,Segment B,0,1,6735.8,Essential,74,94,8,30,Weekly,2
1731,18,Male,Segment B,5,0,33783.81,Prime,13,16,40,20,Weekly,3
1732,42,Female,Segment A,3,1,8222.4,Gold,32,89,28,9,Daily,5
1733,40,Male,Segment A,3,0,13883.54,Prime,7,72,98,26,Monthly,4
1734,36,Male,Segment A,2,1,16756.17,Family,54,77,21,26,Daily,4
1735,51,Male,Segment A,0,1,756.75,Student,84,58,10,18,Daily,2
1736,37,Male,Segment A,0,1,23809.38,Trial,81,19,16,22,Weekly,5
1737,22,Female,Segment B,5,0,7033.469999999999,Eco,7,96,100,14,Daily,3
1738,69,Male,Segment A,2,1,9700.27,Student,74,15,14,11,Daily,5
1739,23,Male,Segment A,9,0,23546.5,Basic,6,56,46,7,Weekly,5
1740,36,Female,Segment A,0,1,2360.8199999999997,Essential,72,99,3,6,Daily,4
1741,37,Female,Segment C,5,0,21646.3,Smart,4,53,37,14,Monthly,1
1742,43,Female,Segment C,1,1,15809.99,Trial,85,85,30,9,Monthly,4
1743,18,Female,Segment B,1,0,10194.050000000001,Bronze,8,29,78,28,Monthly,3
1744,50,Female,Segment B,2,1,16227.49,Eco,51,61,28,27,Monthly,1
1745,67,Female,Segment A,4,0,13399.26,Student,11,57,24,15,Weekly,2
1746,66,Female,Segment C,2,1,2887.56,Plus,99,42,1,1,Weekly,2
1747,35,Male,Segment A,2,1,8092.879999999999,Unlimited,54,69,1,13,Weekly,4
1748,42,Female,Segment C,4,0,13673.29,Student,7,91,83,1,Daily,3
1749,20,Female,Segment B,0,1,9994.199999999999,Smart,63,60,16,30,Weekly,3
1750,69,Female,Segment C,1,1,28626.96,Pro,69,82,18,29,Daily,3
1751,64,Male,Segment C,3,0,20449.36,Basic,11,49,21,18,Monthly,3
1752,38,Female,Segment B,7,0,3979.92,Essential,10,94,92,20,Daily,1
1753,33,Female,Segment B,5,0,18940.6,Silver,7,77,22,4,Daily,3
1754,28,Female,Segment B,8,0,25894.81,Pro,14,88,40,13,Weekly,2
1755,18,Female,Segment C,1,1,21578.7,VIP,96,53,16,3,Weekly,2
1756,60,Male,Segment B,1,1,13387.890000000001,Unlimited,104,21,2,8,Monthly,3
1757,49,Female,Segment C,2,0,6610.9800000000005,Unlimited,8,72,76,12,Monthly,2
1758,70,Female,Segment C,8,1,12327.65,Student,6,22,17,8,Monthly,1
1759,49,Male,Segment A,3,0,2371.48,Essential,5,55,24,4,Weekly,3
1760,34,Male,Segment A,2,0,1435.1399999999999,Smart,9,92,51,1,Daily,4
1761,63,Female,Segment C,7,0,3299.8700000000003,Unlimited,10,72,56,29,Weekly,1
1762,39,Female,Segment C,2,1,11725.019999999999,Deluxe,36,83,25,8,Monthly,5
1763,32,Female,Segment A,8,0,17529.72,Prime,9,60,23,27,Daily,5
1764,40,Female,Segment B,3,1,11262.77,Elite,46,46,4,11,Monthly,2
1765,57,Male,Segment A,0,1,6730.23,Student,60,62,4,17,Daily,4
1766,40,Male,Segment A,1,0,6539.96,Deluxe,13,45,64,3,Weekly,2
1767,43,Male,Segment C,0,0,29302.37,Flex,75,68,4,25,Monthly,4
1768,39,Female,Segment A,3,1,8386.39,Flex,65,69,32,12,Daily,4
1769,55,Male,Segment B,2,1,33431.62,Flex,78,81,29,17,Daily,1
1770,41,Male,Segment A,3,0,11010.98,Family,11,53,59,4,Monthly,1
1771,33,Female,Segment A,9,0,5559.99,VIP,15,63,35,17,Daily,1
1772,49,Male,Segment B,1,1,10821.19,Express,84,63,18,16,Daily,4
1773,66,Male,Segment A,8,0,6684.98,Gold,1,42,30,26,Monthly,2
1774,36,Female,Segment C,1,1,28976.629999999997,Pro,37,63,9,21,Weekly,3
1775,49,Male,Segment C,1,1,13171.62,Unlimited,40,33,11,8,Weekly,5
1776,68,Male,Segment C,1,1,26781.329999999998,Trial,70,32,4,21,Daily,3
1777,49,Female,Segment A,1,1,1110.54,Pro,62,67,28,21,Daily,4
1778,41,Female,Segment A,9,0,8675.039999999999,Prime,7,92,46,18,Daily,3
1779,67,Male,Segment C,1,1,15004.13,VIP,58,7,8,13,Weekly,5
1780,30,Male,Segment A,0,1,13086.16,Family,64,68,9,2,Weekly,1
1781,19,Female,Segment B,3,1,5846.2699999999995,Prime,71,81,14,19,Weekly,3
1782,68,Female,Segment A,2,0,14893.2,Deluxe,12,33,42,29,Daily,5
1783,20,Male,Segment A,5,0,1454.72,Plus,12,37,65,11,Monthly,2
1784,20,Male,Segment C,2,0,24701.87,Student,10,80,58,26,Daily,2
1785,50,Female,Segment B,2,0,17224.91,Eco,7,57,7,22,Daily,2
1786,43,Male,Segment A,0,0,37613.96,Smart,11,78,26,7,Daily,5
1787,49,Male,Segment B,3,1,15347.09,Plus,52,35,23,2,Weekly,3
1788,60,Male,Segment B,1,0,24710.93,Deluxe,7,2,45,25,Daily,3
1789,54,Female,Segment B,5,0,31851.25,Silver,5,20,44,28,Daily,1
1790,31,Female,Segment C,3,1,4824.75,Select,52,60,22,12,Daily,5
1791,20,Female,Segment C,0,1,11954.060000000001,VIP,68,24,12,5,Monthly,3
1792,34,Male,Segment B,3,0,14514.939999999999,Pro,6,68,41,28,Monthly,5
1793,66,Male,Segment B,9,0,25367.62,Deluxe,6,87,73,26,Daily,4
1794,53,Male,Segment A,3,0,20476.53,Gold,12,81,2,24,Weekly,5
1795,27,Male,Segment C,6,0,8598.32,Basic,7,57,22,13,Daily,4
1796,43,Female,Segment A,7,0,34329.54,Deluxe,9,56,26,16,Daily,5
1797,61,Female,Segment B,3,1,6757.98,Essential,39,86,8,9,Weekly,1
1798,55,Female,Segment B,3,1,27498.02,Plus,62,96,4,8,Weekly,1
1799,57,Male,Segment A,2,1,7064.74,Elite,39,93,6,1,Daily,5
1800,59,Male,Segment A,5,0,27784.71,Essential,6,48,30,15,Daily,4
1801,61,Male,Segment B,8,0,20170.36,Bronze,2,50,21,24,Weekly,2
1802,50,Female,Segment A,3,0,25431.23,Pro,9,66,70,23,Weekly,5
1803,53,Male,Segment C,6,0,19981.07,Eco,11,64,78,29,Monthly,3
1804,28,Male,Segment B,1,0,29963.8,Unlimited,2,15,66,2,Daily,2
1805,41,Male,Segment A,3,0,24320.2,Trial,13,96,34,15,Weekly,3
1806,48,Female,Segment A,6,0,22328.65,Gold,9,85,46,24,Daily,5
1807,70,Female,Segment A,3,1,22847.78,Trial,63,53,20,23,Daily,3
1808,30,Male,Segment A,2,1,10342.59,Flex,51,51,34,17,Monthly,3
1809,39,Male,Segment B,0,1,24173.69,Trial,82,36,3,14,Monthly,3
1810,54,Female,Segment A,1,0,6581.28,Deluxe,9,78,47,12,Weekly,3
1811,67,Female,Segment A,5,0,24734.45,Family,11,64,98,18,Weekly,2
1812,34,Male,Segment C,7,0,8596.41,Basic,11,20,93,3,Weekly,1
1813,34,Male,Segment C,3,1,27868.239999999998,Select,85,54,8,29,Daily,3
1814,67,Male,Segment A,9,0,42163.79,VIP,15,38,103,19,Monthly,1
1815,41,Female,Segment B,0,1,13677.779999999999,Student,48,21,5,8,Weekly,4
1816,39,Male,Segment A,0,1,4954.55,Plus,76,28,23,18,Daily,3
1817,46,Male,Segment B,2,1,23206.260000000002,Family,69,41,30,28,Daily,3
1818,39,Female,Segment B,2,1,10289.859999999999,Basic,51,30,24,24,Monthly,1
1819,39,Female,Segment C,3,1,24375.0,Gold,56,90,31,20,Weekly,5
1820,45,Female,Segment A,7,0,14486.6,Essential,10,31,93,21,Monthly,5
1821,21,Male,Segment A,0,1,32876.58,Plus,49,8,18,6,Monthly,1
1822,21,Female,Segment B,7,0,19752.86,Eco,3,47,79,16,Weekly,4
1823,43,Male,Segment B,2,1,24280.45,Student,74,81,7,14,Weekly,1
1824,54,Female,Segment A,5,0,13690.62,Student,10,90,88,23,Monthly,5
1825,44,Male,Segment B,1,1,17147.46,Basic,61,87,11,22,Monthly,5
1826,32,Male,Segment B,0,0,24364.48,Silver,85,32,12,5,Weekly,3
1827,65,Male,Segment A,5,0,20756.0,Unlimited,7,83,84,19,Monthly,2
1828,44,Male,Segment B,7,0,16452.0,Select,10,70,66,27,Weekly,5
1829,58,Female,Segment B,2,1,27766.829999999998,Plus,3,41,95,3,Weekly,5
1830,35,Female,Segment A,4,0,19658.88,Express,11,16,23,15,Weekly,2
1831,42,Male,Segment A,3,1,31411.01,Flex,40,8,30,18,Weekly,2
1832,22,Female,Segment C,1,1,37861.56,Essential,79,37,19,7,Weekly,2
1833,23,Male,Segment B,1,0,3375.96,Bronze,66,77,1,24,Daily,1
1834,34,Male,Segment C,2,1,4831.42,Plus,8,62,53,21,Daily,3
1835,64,Female,Segment C,0,0,29364.78,Bronze,12,96,98,4,Monthly,3
1836,25,Female,Segment B,8,0,17842.77,Plus,4,96,5,27,Monthly,1
1837,28,Male,Segment B,2,1,14938.64,Eco,74,29,21,9,Monthly,3
1838,64,Male,Segment A,1,0,12521.13,Pro,7,14,53,22,Weekly,1
1839,37,Male,Segment C,4,1,6855.99,Unlimited,4,62,65,10,Monthly,2
1840,37,Male,Segment C,0,1,13013.16,Prime,70,100,1,21,Weekly,2
1841,42,Male,Segment B,3,0,7987.4400000000005,Prime,4,20,55,21,Monthly,2
1842,63,Female,Segment B,1,1,8233.2,Express,65,27,26,27,Weekly,3
1843,49,Male,Segment B,4,0,33418.47,Flex,10,89,17,18,Monthly,2
1844,21,Male,Segment A,9,0,22869.989999999998,Pro,6,85,67,6,Monthly,5
1845,57,Male,Segment A,8,0,5711.19,Deluxe,8,8,14,12,Daily,2
1846,62,Female,Segment B,0,0,3000.12,Select,6,65,37,16,Daily,3
1847,37,Male,Segment A,2,1,16353.19,Essential,70,78,6,25,Weekly,2
1848,32,Female,Segment B,2,0,30044.550000000003,Student,8,69,6,30,Daily,1
1849,43,Male,Segment A,0,1,15291.59,Eco,53,60,1,24,Daily,1
1850,42,Male,Segment B,1,0,26770.9,Pro,7,46,73,16,Monthly,5
1851,68,Female,Segment A,0,1,18566.65,Elite,89,2,21,7,Monthly,3
1852,53,Male,Segment B,2,1,24734.95,Trial,70,63,21,2,Daily,2
1853,45,Male,Segment B,9,0,14097.68,Deluxe,5,24,34,8,Weekly,3
1854,29,Male,Segment A,0,1,6553.56,Express,80,90,32,26,Monthly,2
1855,20,Female,Segment B,7,0,8132.26,Express,15,10,66,1,Monthly,4
1856,26,Male,Segment C,1,1,13030.82,Trial,55,72,32,10,Daily,1
1857,57,Female,Segment A,0,1,5752.72,Silver,23,53,35,26,Monthly,3
1858,19,Male,Segment B,3,1,28278.399999999998,Basic,11,14,24,30,Daily,4
1859,63,Male,Segment C,1,1,11685.189999999999,Gold,38,89,1,13,Daily,5
1860,46,Female,Segment B,1,1,41775.21,Pro,53,7,10,24,Weekly,1
1861,54,Male,Segment C,3,1,12685.68,Deluxe,82,20,23,9,Weekly,3
1862,21,Female,Segment A,2,0,7453.2300000000005,Unlimited,10,80,94,23,Weekly,2
1863,35,Male,Segment C,3,1,23048.649999999998,Deluxe,82,81,5,27,Weekly,2
1864,50,Male,Segment A,9,0,12944.65,Essential,10,58,68,8,Monthly,5
1865,65,Female,Segment A,9,0,21586.99,Select,5,74,74,4,Weekly,3
1866,28,Female,Segment A,3,1,1451.1000000000001,Smart,49,92,28,30,Monthly,1
1867,43,Female,Segment C,3,0,24387.73,Eco,74,59,16,30,Daily,4
1868,47,Female,Segment B,3,0,30517.3,Family,10,98,29,28,Daily,2
1869,26,Male,Segment B,6,0,5948.74,Gold,3,72,95,22,Weekly,5
1870,50,Female,Segment C,0,1,15957.51,Basic,93,25,16,30,Daily,4
1871,65,Female,Segment A,4,0,22429.49,Essential,4,77,15,23,Daily,2
1872,68,Female,Segment C,1,1,24753.56,Eco,68,21,7,8,Daily,3
1873,55,Male,Segment B,7,0,31753.66,Eco,8,3,30,18,Monthly,3
1874,36,Female,Segment C,4,0,12846.449999999999,Elite,7,78,66,8,Weekly,5
1875,39,Male,Segment B,2,1,20177.09,Silver,49,95,26,17,Monthly,4
1876,33,Female,Segment C,6,0,20691.91,Smart,12,58,95,16,Monthly,4
1877,52,Male,Segment C,9,0,9511.98,Student,3,92,73,5,Weekly,5
1878,64,Female,Segment C,2,1,9498.95,Pro,72,74,21,8,Weekly,1
1879,69,Female,Segment B,1,1,10098.76,Prime,81,100,11,28,Monthly,3
1880,28,Male,Segment A,0,1,7681.38,Basic,72,55,9,20,Monthly,1
1881,28,Male,Segment A,8,0,29895.89,Essential,6,14,63,5,Weekly,5
1882,29,Female,Segment B,0,1,3075.5,Bronze,94,26,19,23,Daily,2
1883,38,Female,Segment C,7,0,20330.64,Trial,7,59,37,22,Weekly,3
1884,40,Male,Segment C,0,1,815.16,Flex,114,69,7,18,Weekly,2
1885,66,Female,Segment C,0,1,10162.130000000001,Silver,43,95,8,6,Daily,3
1886,28,Female,Segment C,2,0,19855.18,Family,11,78,86,14,Monthly,5
1887,34,Female,Segment A,1,1,29227.86,Trial,63,76,27,29,Monthly,3
1888,51,Female,Segment B,2,1,12116.93,Smart,68,15,1,17,Daily,4
1889,45,Female,Segment B,4,0,28172.309999999998,Essential,10,5,14,15,Daily,3
1890,60,Male,Segment C,1,1,28619.71,Bronze,38,5,32,18,Monthly,5
1891,44,Female,Segment C,4,0,454.4,Flex,10,8,41,1,Monthly,2
1892,68,Female,Segment B,2,1,9206.109999999999,Family,58,66,10,7,Monthly,4
1893,61,Male,Segment C,1,0,11335.95,Select,11,62,96,11,Daily,3
1894,21,Female,Segment A,7,0,878.94,Smart,9,5,68,25,Daily,1
1895,49,Female,Segment C,9,0,8886.369999999999,Flex,8,89,27,10,Monthly,5
1896,37,Male,Segment A,4,0,14517.28,Family,1,61,33,18,Daily,5
1897,29,Female,Segment B,7,0,40530.19,Select,3,89,92,21,Daily,3
1898,28,Male,Segment B,6,0,13671.2,Pro,8,48,77,28,Weekly,3
1899,28,Male,Segment B,8,0,25201.829999999998,Pro,13,5,90,18,Weekly,3
1900,38,Male,Segment B,1,1,4984.38,Plus,35,23,5,17,Weekly,5
1901,45,Male,Segment A,0,1,1870.25,Deluxe,38,28,22,5,Monthly,4
1902,19,Female,Segment B,3,1,18153.17,Trial,44,51,30,1,Weekly,5
1903,44,Male,Segment B,9,0,41865.74,Student,12,25,31,10,Daily,1
1904,46,Female,Segment B,1,1,1778.61,Bronze,107,36,6,8,Monthly,3
1905,61,Male,Segment A,3,1,8751.189999999999,Deluxe,74,22,16,16,Monthly,4
1906,29,Female,Segment A,3,1,17269.38,VIP,34,47,23,21,Weekly,3
1907,39,Female,Segment C,2,1,14625.85,Trial,66,13,14,19,Daily,5
1908,28,Female,Segment C,2,1,237.32,Deluxe,73,50,10,24,Weekly,3
1909,39,Female,Segment C,5,0,5812.8,Elite,14,94,16,10,Monthly,1
1910,38,Male,Segment A,1,1,4245.9800000000005,Pro,98,12,13,1,Daily,5
1911,45,Male,Segment A,1,0,27606.850000000002,Silver,7,48,16,18,Daily,3
1912,47,Male,Segment C,1,1,20340.84,Smart,69,14,11,5,Weekly,4
1913,29,Female,Segment B,9,0,19377.579999999998,Select,7,35,71,27,Weekly,2
1914,54,Male,Segment C,1,1,7124.73,Pro,67,98,11,25,Weekly,3
1915,23,Male,Segment B,0,1,10369.74,Essential,74,96,31,23,Daily,4
1916,24,Male,Segment B,1,1,20622.02,Deluxe,89,2,31,10,Weekly,1
1917,64,Female,Segment C,0,0,7095.1,Express,11,48,84,20,Daily,3
1918,49,Male,Segment A,1,1,17022.36,Trial,55,82,21,6,Monthly,5
1919,70,Male,Segment C,2,1,3301.91,Essential,81,74,26,3,Monthly,3
1920,36,Female,Segment A,3,1,39541.08,Eco,83,98,20,7,Weekly,1
1921,19,Male,Segment C,4,0,34521.52,Basic,5,3,12,19,Weekly,4
1922,44,Female,Segment B,8,0,20442.1,Smart,5,31,54,15,Monthly,4
1923,45,Female,Segment B,1,1,3292.1,Select,18,70,28,25,Weekly,1
1924,46,Male,Segment A,3,1,2151.52,VIP,86,33,15,14,Daily,1
1925,57,Female,Segment B,0,1,13908.74,Essential,72,99,23,22,Daily,5
1926,36,Male,Segment C,2,1,11571.199999999999,Silver,64,24,13,21,Weekly,5
1927,62,Male,Segment B,7,0,23680.719999999998,VIP,9,63,27,9,Daily,1
1928,47,Male,Segment B,9,0,7637.82,Eco,4,41,21,5,Daily,1
1929,29,Male,Segment A,3,1,20393.91,Bronze,53,76,8,3,Weekly,5
1930,50,Female,Segment B,0,1,14192.78,Basic,78,87,3,28,Weekly,2
1931,51,Female,Segment C,9,0,3712.05,Gold,4,85,53,18,Weekly,4
1932,22,Male,Segment B,7,0,4262.48,Express,9,21,95,24,Weekly,5
1933,18,Female,Segment B,2,0,12077.5,Silver,7,71,18,21,Monthly,5
1934,28,Male,Segment B,9,0,18329.84,Prime,8,17,78,4,Weekly,1
1935,54,Male,Segment C,4,0,4494.62,Elite,3,56,79,4,Weekly,3
1936,23,Female,Segment C,3,1,7208.73,Flex,57,28,3,25,Daily,1
1937,28,Female,Segment C,1,0,5787.900000000001,Bronze,7,30,77,25,Monthly,1
1938,67,Female,Segment A,7,0,28992.4,VIP,13,96,74,24,Monthly,4
1939,66,Male,Segment C,0,1,21440.989999999998,Pro,75,56,15,22,Monthly,3
1940,19,Female,Segment A,0,0,6316.76,Express,8,99,10,5,Monthly,2
1941,69,Male,Segment A,3,1,32092.74,Silver,54,62,34,14,Monthly,4
1942,66,Female,Segment A,0,0,10051.8,Essential,7,100,86,19,Monthly,2
1943,40,Male,Segment B,6,0,20540.38,Family,5,36,8,2,Daily,5
1944,63,Male,Segment A,0,1,8801.949999999999,Select,84,19,29,12,Weekly,2
1945,47,Male,Segment B,0,1,13860.64,Silver,55,93,9,30,Daily,5
1946,20,Male,Segment B,1,1,3442.54,Essential,54,84,2,5,Daily,4
1947,36,Male,Segment B,0,1,1540.3200000000002,Trial,48,29,23,8,Daily,5
1948,35,Male,Segment C,3,1,8296.32,Gold,7,81,54,1,Daily,4
1949,61,Male,Segment A,1,1,25194.23,Basic,43,65,14,3,Weekly,3
1950,53,Male,Segment B,2,1,16928.55,Select,87,43,7,25,Monthly,3
1951,33,Female,Segment A,2,0,2496.6099999999997,Bronze,6,17,93,11,Daily,1
1952,54,Female,Segment A,1,1,14101.12,Basic,46,74,19,26,Daily,3
1953,24,Male,Segment A,9,0,26291.3,Prime,7,77,45,25,Weekly,1
1954,45,Female,Segment A,0,1,16473.83,VIP,48,55,14,10,Weekly,2
1955,31,Female,Segment C,4,0,14179.32,Smart,3,89,64,10,Weekly,4
1956,22,Female,Segment C,2,1,21888.12,Unlimited,38,26,11,11,Daily,5
1957,18,Male,Segment C,1,0,9498.45,Gold,3,4,11,2,Monthly,2
1958,39,Female,Segment C,3,1,17336.37,Essential,67,22,15,4,Daily,3
1959,68,Male,Segment C,2,1,32891.43,Gold,60,51,10,27,Weekly,2
1960,32,Male,Segment B,4,0,16292.289999999999,Silver,11,68,38,13,Monthly,5
1961,37,Female,Segment B,1,1,11543.75,Gold,43,95,28,5,Daily,3
1962,70,Female,Segment B,1,1,2742.1499999999996,Prime,72,9,31,24,Daily,5
1963,37,Male,Segment B,3,1,12857.03,Basic,51,21,35,15,Daily,2
1964,62,Female,Segment B,2,1,11007.36,Family,56,56,18,16,Weekly,1
1965,60,Female,Segment B,5,0,11249.77,Deluxe,3,87,95,2,Weekly,1
1966,20,Male,Segment A,0,1,25101.47,Express,74,36,29,30,Weekly,1
1967,70,Male,Segment A,2,1,518.9,Pro,79,75,1,2,Weekly,4
1968,52,Male,Segment C,1,1,26045.57,Essential,73,28,15,28,Daily,5
1969,26,Male,Segment A,1,1,4335.6,VIP,24,48,30,10,Weekly,3
1970,40,Male,Segment A,1,1,35819.979999999996,Bronze,36,89,34,27,Weekly,3
1971,42,Female,Segment C,3,1,20631.11,Eco,68,47,5,7,Weekly,4
1972,35,Male,Segment A,3,1,28729.210000000003,Select,93,24,5,16,Monthly,1
1973,35,Female,Segment C,0,1,16589.879999999997,Plus,45,23,24,16,Monthly,3
1974,23,Female,Segment B,2,0,21591.67,Trial,5,25,41,8,Daily,4
1975,66,Male,Segment A,0,1,30896.77,Bronze,62,55,2,7,Monthly,2
1976,41,Female,Segment C,9,0,32662.3,VIP,3,40,45,18,Weekly,5
1977,55,Male,Segment C,0,1,26245.22,Student,76,60,25,7,Monthly,4
1978,39,Female,Segment A,3,1,16293.029999999999,Flex,56,49,17,10,Daily,5
1979,38,Male,Segment B,5,0,10886.29,Plus,9,87,53,5,Daily,4
1980,34,Female,Segment B,0,0,23224.899999999998,Smart,7,28,66,15,Monthly,4
1981,60,Female,Segment A,2,1,21547.31,Select,72,37,3,9,Weekly,3
1982,29,Male,Segment B,2,1,7921.62,Eco,54,20,17,29,Daily,5
1983,65,Male,Segment C,7,0,1324.05,Smart,9,49,26,20,Weekly,4
1984,52,Female,Segment A,0,1,9895.17,Flex,72,67,13,29,Monthly,5
1985,56,Male,Segment A,0,1,1549.98,Plus,44,47,18,3,Daily,3
1986,19,Female,Segment C,0,0,8652.630000000001,Trial,3,1,103,14,Daily,3
1987,50,Female,Segment C,0,0,16450.09,Smart,72,81,30,21,Monthly,3
1988,55,Female,Segment A,3,1,30370.530000000002,Unlimited,83,24,9,22,Weekly,2
1989,42,Male,Segment A,3,1,10728.96,Basic,70,32,1,3,Monthly,5
1990,27,Male,Segment A,2,1,2930.97,Express,87,63,17,1,Daily,3
1991,41,Female,Segment A,0,0,21709.2,Bronze,8,41,33,16,Weekly,2
1992,47,Male,Segment B,6,0,12665.990000000002,Eco,6,80,16,13,Monthly,3
1993,33,Female,Segment A,0,0,26089.19,Unlimited,6,79,13,1,Monthly,5
1994,20,Male,Segment A,0,1,12896.78,Deluxe,43,42,21,18,Weekly,2
1995,21,Male,Segment A,4,0,22175.3,Pro,6,10,88,18,Weekly,1
1996,37,Male,Segment B,3,1,7448.72,Elite,48,89,30,10,Weekly,1
1997,67,Female,Segment B,1,1,23899.84,Pro,70,32,15,24,Daily,4
1998,64,Male,Segment C,3,1,22716.4,Smart,80,80,14,28,Monthly,5
1999,45,Male,Segment C,1,1,460.5,Plus,64,45,6,4,Daily,3
2000,44,Female,Segment B,2,1,27427.18,Flex,61,66,23,22,Monthly,5
2001,68,Male,Segment C,2,1,37275.07,Silver,77,15,10,28,Daily,4
2002,46,Female,Segment C,1,1,8087.0,Flex,99,50,24,25,Daily,2
2003,20,Female,Segment B,7,0,24145.460000000003,Plus,7,81,46,17,Weekly,3
2004,61,Female,Segment C,5,0,4262.49,VIP,11,93,16,1,Monthly,4
2005,58,Male,Segment A,0,0,462.21,Basic,7,27,81,4,Weekly,4
2006,31,Male,Segment B,3,1,20362.760000000002,Eco,51,20,8,22,Weekly,1
2007,47,Female,Segment B,1,0,9741.53,Smart,10,58,55,1,Weekly,2
2008,39,Male,Segment C,9,0,4832.45,Gold,8,77,17,29,Daily,4
2009,49,Male,Segment C,3,0,22565.399999999998,Family,9,66,103,21,Daily,2
2010,25,Female,Segment A,1,1,7554.09,Family,55,14,4,18,Weekly,4
2011,68,Female,Segment B,7,0,35937.31,Basic,7,78,53,28,Monthly,3
2012,19,Male,Segment C,3,1,2384.27,Pro,104,76,8,28,Daily,3
2013,60,Male,Segment B,2,1,21114.49,Gold,44,23,1,8,Daily,1
2014,42,Male,Segment A,7,0,39443.369999999995,Essential,6,51,59,22,Weekly,2
2015,70,Female,Segment A,1,0,14268.710000000001,Smart,5,69,9,30,Weekly,5
2016,27,Male,Segment C,8,0,4395.88,Express,7,7,85,16,Daily,5
2017,44,Female,Segment B,8,0,1851.0,Bronze,6,42,48,13,Monthly,3
2018,70,Female,Segment C,3,0,11179.36,VIP,15,71,80,22,Weekly,2
2019,57,Female,Segment A,3,1,17254.670000000002,VIP,75,38,32,12,Daily,1
2020,59,Male,Segment C,2,1,16156.619999999999,Silver,81,61,15,9,Daily,4
2021,21,Female,Segment A,6,0,327.28,Bronze,10,70,42,19,Monthly,1
2022,34,Male,Segment A,0,1,4043.8300000000004,Unlimited,94,80,20,21,Weekly,2
2023,61,Male,Segment B,6,0,6172.45,Deluxe,4,42,27,24,Daily,5
2024,49,Male,Segment B,7,0,14896.37,Elite,8,48,11,30,Weekly,3
2025,68,Male,Segment A,6,0,13659.53,Gold,7,100,68,8,Weekly,2
2026,39,Female,Segment C,1,1,20419.79,Select,87,36,31,12,Weekly,3
2027,64,Male,Segment A,1,1,29241.190000000002,Essential,97,10,5,11,Monthly,3
2028,47,Female,Segment A,1,1,12326.5,Essential,72,79,11,13,Daily,4
2029,44,Female,Segment C,0,1,15402.98,Family,45,31,32,15,Weekly,1
2030,64,Male,Segment A,3,1,3379.32,Flex,56,76,27,28,Monthly,3
2031,35,Male,Segment A,2,1,24089.72,Select,79,34,22,12,Monthly,3
2032,39,Female,Segment A,2,0,7864.530000000001,Family,7,29,47,11,Monthly,3
2033,61,Male,Segment C,1,0,20771.54,Prime,3,25,44,6,Daily,3
2034,29,Male,Segment C,3,1,17542.149999999998,Pro,83,51,27,16,Monthly,5
